id,Geographic Area Name,Household median income
0500000US36085,"Richmond County, New York",85381
0500000US36087,"Rockland County, New York",94840
0500000US36089,"St. Lawrence County, New York",52071
0500000US36091,"Saratoga County, New York",85224
0500000US36093,"Schenectady County, New York",66488
0500000US36095,"Schoharie County, New York",58926
0500000US36097,"Schuyler County, New York",53291
0500000US36099,"Seneca County, New York",54865
0500000US36101,"Steuben County, New York",55349
0500000US36103,"Suffolk County, New York",105362
0500000US36105,"Sullivan County, New York",60433
0500000US36107,"Tioga County, New York",61965
0500000US36109,"Tompkins County, New York",61361
0500000US36111,"Ulster County, New York",65306
0500000US36113,"Warren County, New York",64658
0500000US36115,"Washington County, New York",59613
0500000US36117,"Wayne County, New York",62003
0500000US36119,"Westchester County, New York",99489
0500000US36121,"Wyoming County, New York",58746
0500000US36123,"Yates County, New York",55307
0500000US37001,"Alamance County, North Carolina",51580
0500000US37003,"Alexander County, North Carolina",51329
0500000US37005,"Alleghany County, North Carolina",37158
0500000US37007,"Anson County, North Carolina",39799
0500000US37009,"Ashe County, North Carolina",43030
0500000US37011,"Avery County, North Carolina",42695
0500000US37013,"Beaufort County, North Carolina",48051
0500000US37015,"Bertie County, North Carolina",35042
0500000US37017,"Bladen County, North Carolina",37188
0500000US37019,"Brunswick County, North Carolina",59763
0500000US37021,"Buncombe County, North Carolina",55032
0500000US37023,"Burke County, North Carolina",43915
0500000US37025,"Cabarrus County, North Carolina",71177
0500000US37027,"Caldwell County, North Carolina",46094
0500000US37029,"Camden County, North Carolina",63834
0500000US37031,"Carteret County, North Carolina",57871
0500000US37033,"Caswell County, North Carolina",47938
0500000US37035,"Catawba County, North Carolina",54690
0500000US37037,"Chatham County, North Carolina",69799
0500000US37039,"Cherokee County, North Carolina",40793
0500000US37041,"Chowan County, North Carolina",44050
0500000US37043,"Clay County, North Carolina",42160
0500000US37045,"Cleveland County, North Carolina",43512
0500000US37047,"Columbus County, North Carolina",38487
0500000US37049,"Craven County, North Carolina",53894
0500000US37051,"Cumberland County, North Carolina",48177
0500000US37053,"Currituck County, North Carolina",73741
0500000US37055,"Dare County, North Carolina",65420
0500000US37057,"Davidson County, North Carolina",50454
0500000US37059,"Davie County, North Carolina",62028
0500000US37061,"Duplin County, North Carolina",43422
0500000US37063,"Durham County, North Carolina",62812
0500000US37065,"Edgecombe County, North Carolina",40489
0500000US37067,"Forsyth County, North Carolina",53583
0500000US37069,"Franklin County, North Carolina",58172
0500000US37071,"Gaston County, North Carolina",53474
0500000US37073,"Gates County, North Carolina",45871
0500000US37075,"Graham County, North Carolina",42207
0500000US37077,"Granville County, North Carolina",56924
0500000US37079,"Greene County, North Carolina",43563
0500000US37081,"Guilford County, North Carolina",54794
0500000US37083,"Halifax County, North Carolina",35904
0500000US37085,"Harnett County, North Carolina",54565
0500000US37087,"Haywood County, North Carolina",51548
0500000US37089,"Henderson County, North Carolina",58928
0500000US37091,"Hertford County, North Carolina",42588
0500000US37093,"Hoke County, North Carolina",51140
0500000US37095,"Hyde County, North Carolina",46667
0500000US37097,"Iredell County, North Carolina",62551
0500000US37099,"Jackson County, North Carolina",46820
0500000US37101,"Johnston County, North Carolina",61806
0500000US37103,"Jones County, North Carolina",38324
0500000US37105,"Lee County, North Carolina",52294
0500000US37107,"Lenoir County, North Carolina",39923
0500000US37109,"Lincoln County, North Carolina",59592
0500000US37111,"McDowell County, North Carolina",47085
0500000US37113,"Macon County, North Carolina",45703
0500000US37115,"Madison County, North Carolina",46190
0500000US37117,"Martin County, North Carolina",39909
0500000US37119,"Mecklenburg County, North Carolina",69240
0500000US37121,"Mitchell County, North Carolina",48841
0500000US37123,"Montgomery County, North Carolina",45147
0500000US37125,"Moore County, North Carolina",63324
0500000US37127,"Nash County, North Carolina",49949
0500000US37129,"New Hanover County, North Carolina",56689
0500000US37131,"Northampton County, North Carolina",38969
0500000US37133,"Onslow County, North Carolina",51560
0500000US37135,"Orange County, North Carolina",74803
0500000US37137,"Pamlico County, North Carolina",48531
0500000US37139,"Pasquotank County, North Carolina",54439
0500000US37141,"Pender County, North Carolina",60044
0500000US37143,"Perquimans County, North Carolina",51036
0500000US37145,"Person County, North Carolina",57323
0500000US37147,"Pitt County, North Carolina",49337
0500000US37149,"Polk County, North Carolina",52125
0500000US37151,"Randolph County, North Carolina",48984
0500000US37153,"Richmond County, North Carolina",39051
0500000US37155,"Robeson County, North Carolina",35362
0500000US37157,"Rockingham County, North Carolina",45697
0500000US37159,"Rowan County, North Carolina",51054
0500000US37161,"Rutherford County, North Carolina",43183
0500000US37163,"Sampson County, North Carolina",42914
0500000US37165,"Scotland County, North Carolina",35936
0500000US37167,"Stanly County, North Carolina",54104
0500000US37169,"Stokes County, North Carolina",51668
0500000US37171,"Surry County, North Carolina",44979
0500000US37173,"Swain County, North Carolina",45554
0500000US37175,"Transylvania County, North Carolina",51509
0500000US37177,"Tyrrell County, North Carolina",38250
0500000US37179,"Union County, North Carolina",82557
0500000US37181,"Vance County, North Carolina",41827
0500000US37183,"Wake County, North Carolina",83567
0500000US37185,"Warren County, North Carolina",37476
0500000US37187,"Washington County, North Carolina",30941
0500000US37189,"Watauga County, North Carolina",46453
0500000US37191,"Wayne County, North Carolina",47221
0500000US37193,"Wilkes County, North Carolina",44980
0500000US37195,"Wilson County, North Carolina",44594
0500000US37197,"Yadkin County, North Carolina",46954
0500000US37199,"Yancey County, North Carolina",44554
0500000US38001,"Adams County, North Dakota",48750
0500000US38003,"Barnes County, North Dakota",60472
0500000US38005,"Benson County, North Dakota",50329
0500000US38007,"Billings County, North Dakota",64896
0500000US38009,"Bottineau County, North Dakota",65074
0500000US38011,"Bowman County, North Dakota",70521
0500000US38013,"Burke County, North Dakota",79405
0500000US38015,"Burleigh County, North Dakota",72974
0500000US38017,"Cass County, North Dakota",65976
0500000US38019,"Cavalier County, North Dakota",54955
0500000US38021,"Dickey County, North Dakota",64521
0500000US38023,"Divide County, North Dakota",64650
0500000US38025,"Dunn County, North Dakota",82750
0500000US38027,"Eddy County, North Dakota",52895
0500000US38029,"Emmons County, North Dakota",51012
0500000US38031,"Foster County, North Dakota",61250
0500000US38033,"Golden Valley County, North Dakota",72308
0500000US38035,"Grand Forks County, North Dakota",53721
0500000US38037,"Grant County, North Dakota",53750
0500000US38039,"Griggs County, North Dakota",53917
0500000US38041,"Hettinger County, North Dakota",59750
0500000US38043,"Kidder County, North Dakota",52063
0500000US38045,"LaMoure County, North Dakota",61477
0500000US38047,"Logan County, North Dakota",60592
0500000US38049,"McHenry County, North Dakota",67039
0500000US38051,"McIntosh County, North Dakota",51136
0500000US38053,"McKenzie County, North Dakota",75238
0500000US38055,"McLean County, North Dakota",70261
0500000US38057,"Mercer County, North Dakota",82087
0500000US38059,"Morton County, North Dakota",72778
0500000US38061,"Mountrail County, North Dakota",70412
0500000US38063,"Nelson County, North Dakota",53063
0500000US38065,"Oliver County, North Dakota",66641
0500000US38067,"Pembina County, North Dakota",60910
0500000US38069,"Pierce County, North Dakota",57398
0500000US38071,"Ramsey County, North Dakota",52688
0500000US38073,"Ransom County, North Dakota",62235
0500000US38075,"Renville County, North Dakota",69848
0500000US38077,"Richland County, North Dakota",60833
0500000US38079,"Rolette County, North Dakota",46481
0500000US38081,"Sargent County, North Dakota",64564
0500000US38083,"Sheridan County, North Dakota",54250
0500000US38085,"Sioux County, North Dakota",41893
0500000US38087,"Slope County, North Dakota",65833
0500000US38089,"Stark County, North Dakota",69412
0500000US38091,"Steele County, North Dakota",77167
0500000US38093,"Stutsman County, North Dakota",52815
0500000US38095,"Towner County, North Dakota",49464
0500000US38097,"Traill County, North Dakota",67604
0500000US38099,"Walsh County, North Dakota",55428
0500000US38101,"Ward County, North Dakota",68098
0500000US38103,"Wells County, North Dakota",56519
0500000US38105,"Williams County, North Dakota",79508
0500000US39001,"Adams County, Ohio",40067
0500000US39003,"Allen County, Ohio",51892
0500000US39005,"Ashland County, Ohio",55422
0500000US39007,"Ashtabula County, Ohio",47925
0500000US39009,"Athens County, Ohio",42414
0500000US39011,"Auglaize County, Ohio",66193
0500000US39013,"Belmont County, Ohio",51574
0500000US39015,"Brown County, Ohio",57200
0500000US39017,"Butler County, Ohio",69023
0500000US39019,"Carroll County, Ohio",52574
0500000US39021,"Champaign County, Ohio",59909
0500000US39023,"Clark County, Ohio",51504
0500000US39025,"Clermont County, Ohio",69720
0500000US39027,"Clinton County, Ohio",54683
0500000US39029,"Columbiana County, Ohio",49407
0500000US39031,"Coshocton County, Ohio",48552
0500000US39033,"Crawford County, Ohio",46391
0500000US39035,"Cuyahoga County, Ohio",51741
0500000US39037,"Darke County, Ohio",54799
0500000US39039,"Defiance County, Ohio",62110
0500000US39041,"Delaware County, Ohio",111411
0500000US39043,"Erie County, Ohio",58408
0500000US39045,"Fairfield County, Ohio",70906
0500000US39047,"Fayette County, Ohio",48637
0500000US39049,"Franklin County, Ohio",62352
0500000US39051,"Fulton County, Ohio",61290
0500000US39053,"Gallia County, Ohio",48975
0500000US39055,"Geauga County, Ohio",83730
0500000US39057,"Greene County, Ohio",70055
0500000US39059,"Guernsey County, Ohio",46352
0500000US39061,"Hamilton County, Ohio",59190
0500000US39063,"Hancock County, Ohio",57384
0500000US39065,"Hardin County, Ohio",50214
0500000US39067,"Harrison County, Ohio",49454
0500000US39069,"Henry County, Ohio",60425
0500000US39071,"Highland County, Ohio",47973
0500000US39073,"Hocking County, Ohio",54774
0500000US39075,"Holmes County, Ohio",64453
0500000US39077,"Huron County, Ohio",55041
0500000US39079,"Jackson County, Ohio",48915
0500000US39081,"Jefferson County, Ohio",46849
0500000US39083,"Knox County, Ohio",61590
0500000US39085,"Lake County, Ohio",65814
0500000US39087,"Lawrence County, Ohio",46584
0500000US39089,"Licking County, Ohio",67736
0500000US39091,"Logan County, Ohio",60417
0500000US39093,"Lorain County, Ohio",58798
0500000US39095,"Lucas County, Ohio",49946
0500000US39097,"Madison County, Ohio",68663
0500000US39099,"Mahoning County, Ohio",47092
0500000US39101,"Marion County, Ohio",49225
0500000US39103,"Medina County, Ohio",77784
0500000US39105,"Meigs County, Ohio",43445
0500000US39107,"Mercer County, Ohio",65566
0500000US39109,"Miami County, Ohio",62347
0500000US39111,"Monroe County, Ohio",46241
0500000US39113,"Montgomery County, Ohio",53064
0500000US39115,"Morgan County, Ohio",43791
0500000US39117,"Morrow County, Ohio",61769
0500000US39119,"Muskingum County, Ohio",48350
0500000US39121,"Noble County, Ohio",50070
0500000US39123,"Ottawa County, Ohio",59306
0500000US39125,"Paulding County, Ohio",56531
0500000US39127,"Perry County, Ohio",52978
0500000US39129,"Pickaway County, Ohio",61629
0500000US39131,"Pike County, Ohio",44115
0500000US39133,"Portage County, Ohio",59485
0500000US39135,"Preble County, Ohio",61339
0500000US39137,"Putnam County, Ohio",67790
0500000US39139,"Richland County, Ohio",49186
0500000US39141,"Ross County, Ohio",51508
0500000US39143,"Sandusky County, Ohio",55245
0500000US39145,"Scioto County, Ohio",41866
0500000US39147,"Seneca County, Ohio",52897
0500000US39149,"Shelby County, Ohio",64522
0500000US39151,"Stark County, Ohio",55045
0500000US39153,"Summit County, Ohio",59253
0500000US39155,"Trumbull County, Ohio",47799
0500000US39157,"Tuscarawas County, Ohio",54451
0500000US39159,"Union County, Ohio",88565
0500000US39161,"Van Wert County, Ohio",55991
0500000US39163,"Vinton County, Ohio",45034
0500000US39165,"Warren County, Ohio",89410
0500000US39167,"Washington County, Ohio",51808
0500000US39169,"Wayne County, Ohio",61424
0500000US39171,"Williams County, Ohio",52855
0500000US39173,"Wood County, Ohio",63189
0500000US39175,"Wyandot County, Ohio",57925
0500000US40001,"Adair County, Oklahoma",34375
0500000US40003,"Alfalfa County, Oklahoma",64122
0500000US40005,"Atoka County, Oklahoma",42392
0500000US40007,"Beaver County, Oklahoma",55083
0500000US40009,"Beckham County, Oklahoma",47095
0500000US40011,"Blaine County, Oklahoma",49638
0500000US40013,"Bryan County, Oklahoma",47175
0500000US40015,"Caddo County, Oklahoma",46499
0500000US40017,"Canadian County, Oklahoma",73591
0500000US40019,"Carter County, Oklahoma",51148
0500000US40021,"Cherokee County, Oklahoma",43378
0500000US40023,"Choctaw County, Oklahoma",37121
0500000US40025,"Cimarron County, Oklahoma",47095
0500000US40027,"Cleveland County, Oklahoma",65412
0500000US40029,"Coal County, Oklahoma",42277
0500000US40031,"Comanche County, Oklahoma",52377
0500000US40033,"Cotton County, Oklahoma",49583
0500000US40035,"Craig County, Oklahoma",43003
0500000US40037,"Creek County, Oklahoma",52315
0500000US40039,"Custer County, Oklahoma",51351
0500000US40041,"Delaware County, Oklahoma",44268
0500000US40043,"Dewey County, Oklahoma",51169
0500000US40045,"Ellis County, Oklahoma",48264
0500000US40047,"Garfield County, Oklahoma",55435
0500000US40049,"Garvin County, Oklahoma",47321
0500000US40051,"Grady County, Oklahoma",64507
0500000US40053,"Grant County, Oklahoma",53147
0500000US40055,"Greer County, Oklahoma",46794
0500000US40057,"Harmon County, Oklahoma",53087
0500000US40059,"Harper County, Oklahoma",44318
0500000US40061,"Haskell County, Oklahoma",43950
0500000US40063,"Hughes County, Oklahoma",38020
0500000US40065,"Jackson County, Oklahoma",52535
0500000US40067,"Jefferson County, Oklahoma",43871
0500000US40069,"Johnston County, Oklahoma",44238
0500000US40071,"Kay County, Oklahoma",47456
0500000US40073,"Kingfisher County, Oklahoma",61738
0500000US40075,"Kiowa County, Oklahoma",34747
0500000US40077,"Latimer County, Oklahoma",40044
0500000US40079,"Le Flore County, Oklahoma",41900
0500000US40081,"Lincoln County, Oklahoma",51206
0500000US40083,"Logan County, Oklahoma",70456
0500000US40085,"Love County, Oklahoma",54423
0500000US40087,"McClain County, Oklahoma",70005
0500000US40089,"McCurtain County, Oklahoma",39091
0500000US40091,"McIntosh County, Oklahoma",39588
0500000US40093,"Major County, Oklahoma",56781
0500000US40095,"Marshall County, Oklahoma",48573
0500000US40097,"Mayes County, Oklahoma",50012
0500000US40099,"Murray County, Oklahoma",53696
0500000US40101,"Muskogee County, Oklahoma",41633
0500000US40103,"Noble County, Oklahoma",60019
0500000US40105,"Nowata County, Oklahoma",42051
0500000US40107,"Okfuskee County, Oklahoma",40913
0500000US40109,"Oklahoma County, Oklahoma",55519
0500000US40111,"Okmulgee County, Oklahoma",45319
0500000US40113,"Osage County, Oklahoma",50105
0500000US40115,"Ottawa County, Oklahoma",40662
0500000US40117,"Pawnee County, Oklahoma",50991
0500000US40119,"Payne County, Oklahoma",42103
0500000US40121,"Pittsburg County, Oklahoma",47511
0500000US40123,"Pontotoc County, Oklahoma",51682
0500000US40125,"Pottawatomie County, Oklahoma",51150
0500000US40127,"Pushmataha County, Oklahoma",38325
0500000US40129,"Roger Mills County, Oklahoma",54653
0500000US40131,"Rogers County, Oklahoma",66038
0500000US40133,"Seminole County, Oklahoma",38588
0500000US40135,"Sequoyah County, Oklahoma",41803
0500000US40137,"Stephens County, Oklahoma",51156
0500000US40139,"Texas County, Oklahoma",50702
0500000US40141,"Tillman County, Oklahoma",39975
0500000US40143,"Tulsa County, Oklahoma",57024
0500000US40145,"Wagoner County, Oklahoma",64958
0500000US40147,"Washington County, Oklahoma",53384
0500000US40149,"Washita County, Oklahoma",52591
0500000US40151,"Woods County, Oklahoma",51985
0500000US40153,"Woodward County, Oklahoma",56182
0500000US41001,"Baker County, Oregon",46250
0500000US41003,"Benton County, Oregon",65142
0500000US41005,"Clackamas County, Oregon",82911
0500000US41007,"Clatsop County, Oregon",57466
0500000US41009,"Columbia County, Oregon",68170
0500000US41011,"Coos County, Oregon",49445
0500000US41013,"Crook County, Oregon",59000
0500000US41015,"Curry County, Oregon",53174
0500000US41017,"Deschutes County, Oregon",68937
0500000US41019,"Douglas County, Oregon",50031
0500000US41021,"Gilliam County, Oregon",41838
0500000US41023,"Grant County, Oregon",48202
0500000US41025,"Harney County, Oregon",43387
0500000US41027,"Hood River County, Oregon",72418
0500000US41029,"Jackson County, Oregon",56327
0500000US41031,"Jefferson County, Oregon",55844
0500000US41033,"Josephine County, Oregon",47733
0500000US41035,"Klamath County, Oregon",48560
0500000US41037,"Lake County, Oregon",44237
0500000US41039,"Lane County, Oregon",54942
0500000US41041,"Lincoln County, Oregon",50775
0500000US41043,"Linn County, Oregon",59547
0500000US41045,"Malheur County, Oregon",44362
0500000US41047,"Marion County, Oregon",61817
0500000US41049,"Morrow County, Oregon",56572
0500000US41051,"Multnomah County, Oregon",71425
0500000US41053,"Polk County, Oregon",65665
0500000US41055,"Sherman County, Oregon",51472
0500000US41057,"Tillamook County, Oregon",54268
0500000US41059,"Umatilla County, Oregon",57973
0500000US41061,"Union County, Oregon",53940
0500000US41063,"Wallowa County, Oregon",53423
0500000US41065,"Wasco County, Oregon",54725
0500000US41067,"Washington County, Oregon",86626
0500000US41069,"Wheeler County, Oregon",45354
0500000US41071,"Yamhill County, Oregon",67296
0500000US42001,"Adams County, Pennsylvania",68411
0500000US42003,"Allegheny County, Pennsylvania",62320
0500000US42005,"Armstrong County, Pennsylvania",53545
0500000US42007,"Beaver County, Pennsylvania",59014
0500000US42009,"Bedford County, Pennsylvania",51531
0500000US42011,"Berks County, Pennsylvania",66154
0500000US42013,"Blair County, Pennsylvania",50856
0500000US42015,"Bradford County, Pennsylvania",52375
0500000US42017,"Bucks County, Pennsylvania",93181
0500000US42019,"Butler County, Pennsylvania",72642
0500000US42021,"Cambria County, Pennsylvania",47644
0500000US42023,"Cameron County, Pennsylvania",40342
0500000US42025,"Carbon County, Pennsylvania",57601
0500000US42027,"Centre County, Pennsylvania",61921
0500000US42029,"Chester County, Pennsylvania",104161
0500000US42031,"Clarion County, Pennsylvania",49695
0500000US42033,"Clearfield County, Pennsylvania",50150
0500000US42035,"Clinton County, Pennsylvania",51145
0500000US42037,"Columbia County, Pennsylvania",52219
0500000US42039,"Crawford County, Pennsylvania",51919
0500000US42041,"Cumberland County, Pennsylvania",71979
0500000US42043,"Dauphin County, Pennsylvania",63123
0500000US42045,"Delaware County, Pennsylvania",76238
0500000US42047,"Elk County, Pennsylvania",54961
0500000US42049,"Erie County, Pennsylvania",52863
0500000US42051,"Fayette County, Pennsylvania",49075
0500000US42053,"Forest County, Pennsylvania",41225
0500000US42055,"Franklin County, Pennsylvania",63420
0500000US42057,"Fulton County, Pennsylvania",55424
0500000US42059,"Greene County, Pennsylvania",55993
0500000US42061,"Huntingdon County, Pennsylvania",53597
0500000US42063,"Indiana County, Pennsylvania",49270
0500000US42065,"Jefferson County, Pennsylvania",49604
0500000US42067,"Juniata County, Pennsylvania",53502
0500000US42069,"Lackawanna County, Pennsylvania",54064
0500000US42071,"Lancaster County, Pennsylvania",69588
0500000US42073,"Lawrence County, Pennsylvania",50080
0500000US42075,"Lebanon County, Pennsylvania",61632
0500000US42077,"Lehigh County, Pennsylvania",66214
0500000US42079,"Luzerne County, Pennsylvania",53194
0500000US42081,"Lycoming County, Pennsylvania",54906
0500000US42083,"McKean County, Pennsylvania",49240
0500000US42085,"Mercer County, Pennsylvania",50529
0500000US42087,"Mifflin County, Pennsylvania",52641
0500000US42089,"Monroe County, Pennsylvania",68734
0500000US42091,"Montgomery County, Pennsylvania",93518
0500000US42093,"Montour County, Pennsylvania",59915
0500000US42095,"Northampton County, Pennsylvania",73088
0500000US42097,"Northumberland County, Pennsylvania",49273
0500000US42099,"Perry County, Pennsylvania",70660
0500000US42101,"Philadelphia County, Pennsylvania",49127
0500000US42103,"Pike County, Pennsylvania",67495
0500000US42105,"Potter County, Pennsylvania",47696
0500000US42107,"Schuylkill County, Pennsylvania",53703
0500000US42109,"Snyder County, Pennsylvania",60227
0500000US42111,"Somerset County, Pennsylvania",51255
0500000US42113,"Sullivan County, Pennsylvania",49830
0500000US42115,"Susquehanna County, Pennsylvania",55788
0500000US42117,"Tioga County, Pennsylvania",51838
0500000US42119,"Union County, Pennsylvania",56824
0500000US42121,"Venango County, Pennsylvania",51405
0500000US42123,"Warren County, Pennsylvania",52034
0500000US42125,"Washington County, Pennsylvania",65478
0500000US42127,"Wayne County, Pennsylvania",55572
0500000US42129,"Westmoreland County, Pennsylvania",61398
0500000US42131,"Wyoming County, Pennsylvania",60075
0500000US42133,"York County, Pennsylvania",68940
0500000US44001,"Bristol County, Rhode Island",85413
0500000US44003,"Kent County, Rhode Island",75857
0500000US44005,"Newport County, Rhode Island",84282
0500000US44007,"Providence County, Rhode Island",62323
0500000US44009,"Washington County, Rhode Island",86970
0500000US45001,"Abbeville County, South Carolina",43090
0500000US45003,"Aiken County, South Carolina",53385
0500000US45005,"Allendale County, South Carolina",26074
0500000US45007,"Anderson County, South Carolina",53598
0500000US45009,"Bamberg County, South Carolina",42830
0500000US45011,"Barnwell County, South Carolina",37572
0500000US45013,"Beaufort County, South Carolina",71430
0500000US45015,"Berkeley County, South Carolina",65443
0500000US45017,"Calhoun County, South Carolina",49844
0500000US45019,"Charleston County, South Carolina",67182
0500000US45021,"Cherokee County, South Carolina",37787
0500000US45023,"Chester County, South Carolina",43985
0500000US45025,"Chesterfield County, South Carolina",41937
0500000US45027,"Clarendon County, South Carolina",43881
0500000US45029,"Colleton County, South Carolina",36748
0500000US45031,"Darlington County, South Carolina",37141
0500000US45033,"Dillon County, South Carolina",36429
0500000US45035,"Dorchester County, South Carolina",63501
0500000US45037,"Edgefield County, South Carolina",52491
0500000US45039,"Fairfield County, South Carolina",43861
0500000US45041,"Florence County, South Carolina",49645
0500000US45043,"Georgetown County, South Carolina",52488
0500000US45045,"Greenville County, South Carolina",62422
0500000US45047,"Greenwood County, South Carolina",41081
0500000US45049,"Hampton County, South Carolina",38178
0500000US45051,"Horry County, South Carolina",51570
0500000US45053,"Jasper County, South Carolina",45924
0500000US45055,"Kershaw County, South Carolina",53980
0500000US45057,"Lancaster County, South Carolina",65421
0500000US45059,"Laurens County, South Carolina",44374
0500000US45061,"Lee County, South Carolina",32851
0500000US45063,"Lexington County, South Carolina",62740
0500000US45065,"McCormick County, South Carolina",47402
0500000US45067,"Marion County, South Carolina",30791
0500000US45069,"Marlboro County, South Carolina",31528
0500000US45071,"Newberry County, South Carolina",46038
0500000US45073,"Oconee County, South Carolina",49691
0500000US45075,"Orangeburg County, South Carolina",36802
0500000US45077,"Pickens County, South Carolina",51032
0500000US45079,"Richland County, South Carolina",54441
0500000US45081,"Saluda County, South Carolina",43410
0500000US45083,"Spartanburg County, South Carolina",53757
0500000US45085,"Sumter County, South Carolina",46570
0500000US45087,"Union County, South Carolina",41117
0500000US45089,"Williamsburg County, South Carolina",35681
0500000US45091,"York County, South Carolina",68555
0500000US46003,"Aurora County, South Dakota",65132
0500000US46005,"Beadle County, South Dakota",53461
0500000US46007,"Bennett County, South Dakota",41887
0500000US46009,"Bon Homme County, South Dakota",50195
0500000US46011,"Brookings County, South Dakota",57471
0500000US46013,"Brown County, South Dakota",61816
0500000US46015,"Brule County, South Dakota",57181
0500000US46017,"Buffalo County, South Dakota",35000
0500000US46019,"Butte County, South Dakota",49353
0500000US46021,"Campbell County, South Dakota",54228
0500000US46023,"Charles Mix County, South Dakota",52348
0500000US46025,"Clark County, South Dakota",50709
0500000US46027,"Clay County, South Dakota",51447
0500000US46029,"Codington County, South Dakota",57885
0500000US46031,"Corson County, South Dakota",36705
0500000US46033,"Custer County, South Dakota",64556
0500000US46035,"Davison County, South Dakota",48267
0500000US46037,"Day County, South Dakota",46753
0500000US46039,"Deuel County, South Dakota",67396
0500000US46041,"Dewey County, South Dakota",45859
0500000US46043,"Douglas County, South Dakota",61793
0500000US46045,"Edmunds County, South Dakota",64896
0500000US46047,"Fall River County, South Dakota",51383
0500000US46049,"Faulk County, South Dakota",49423
0500000US46051,"Grant County, South Dakota",65327
0500000US46053,"Gregory County, South Dakota",44706
0500000US46055,"Haakon County, South Dakota",40673
0500000US46057,"Hamlin County, South Dakota",67626
0500000US46059,"Hand County, South Dakota",58333
0500000US46061,"Hanson County, South Dakota",63750
0500000US46063,"Harding County, South Dakota",61111
0500000US46065,"Hughes County, South Dakota",69575
0500000US46067,"Hutchinson County, South Dakota",61290
0500000US46069,"Hyde County, South Dakota",59844
0500000US46071,"Jackson County, South Dakota",24549
0500000US46073,"Jerauld County, South Dakota",49265
0500000US46075,"Jones County, South Dakota",46688
0500000US46077,"Kingsbury County, South Dakota",61316
0500000US46079,"Lake County, South Dakota",63165
0500000US46081,"Lawrence County, South Dakota",52146
0500000US46083,"Lincoln County, South Dakota",84260
0500000US46085,"Lyman County, South Dakota",54484
0500000US46087,"McCook County, South Dakota",66208
0500000US46089,"McPherson County, South Dakota",51379
0500000US46091,"Marshall County, South Dakota",68056
0500000US46093,"Meade County, South Dakota",62275
0500000US46095,"Mellette County, South Dakota",33882
0500000US46097,"Miner County, South Dakota",53135
0500000US46099,"Minnehaha County, South Dakota",63699
0500000US46101,"Moody County, South Dakota",61894
0500000US46102,"Oglala Lakota County, South Dakota",31423
0500000US46103,"Pennington County, South Dakota",58278
0500000US46105,"Perkins County, South Dakota",61815
0500000US46107,"Potter County, South Dakota",57120
0500000US46109,"Roberts County, South Dakota",50877
0500000US46111,"Sanborn County, South Dakota",55398
0500000US46115,"Spink County, South Dakota",62125
0500000US46117,"Stanley County, South Dakota",71602
0500000US46119,"Sully County, South Dakota",60508
0500000US46121,"Todd County, South Dakota",24102
0500000US46123,"Tripp County, South Dakota",54054
0500000US46125,"Turner County, South Dakota",63062
0500000US46127,"Union County, South Dakota",74006
0500000US46129,"Walworth County, South Dakota",51481
0500000US46135,"Yankton County, South Dakota",61878
0500000US46137,"Ziebach County, South Dakota",36615
0500000US47001,"Anderson County, Tennessee",52338
0500000US47003,"Bedford County, Tennessee",52973
0500000US47005,"Benton County, Tennessee",39019
0500000US47007,"Bledsoe County, Tennessee",49382
0500000US47009,"Blount County, Tennessee",60301
0500000US47011,"Bradley County, Tennessee",51872
0500000US47013,"Campbell County, Tennessee",41769
0500000US47015,"Cannon County, Tennessee",52518
0500000US47017,"Carroll County, Tennessee",42877
0500000US47019,"Carter County, Tennessee",40820
0500000US47021,"Cheatham County, Tennessee",63988
0500000US47023,"Chester County, Tennessee",53336
0500000US47025,"Claiborne County, Tennessee",37954
0500000US47027,"Clay County, Tennessee",32064
0500000US47029,"Cocke County, Tennessee",38530
0500000US47031,"Coffee County, Tennessee",51030
0500000US47033,"Crockett County, Tennessee",47581
0500000US47035,"Cumberland County, Tennessee",49423
0500000US47037,"Davidson County, Tennessee",62515
0500000US47039,"Decatur County, Tennessee",40389
0500000US47041,"DeKalb County, Tennessee",44389
0500000US47043,"Dickson County, Tennessee",57804
0500000US47045,"Dyer County, Tennessee",45042
0500000US47047,"Fayette County, Tennessee",63618
0500000US47049,"Fentress County, Tennessee",40203
0500000US47051,"Franklin County, Tennessee",47777
0500000US47053,"Gibson County, Tennessee",45557
0500000US47055,"Giles County, Tennessee",49815
0500000US47057,"Grainger County, Tennessee",44703
0500000US47059,"Greene County, Tennessee",43150
0500000US47061,"Grundy County, Tennessee",43116
0500000US47063,"Hamblen County, Tennessee",43151
0500000US47065,"Hamilton County, Tennessee",56606
0500000US47067,"Hancock County, Tennessee",28234
0500000US47069,"Hardeman County, Tennessee",39636
0500000US47071,"Hardin County, Tennessee",42285
0500000US47073,"Hawkins County, Tennessee",45318
0500000US47075,"Haywood County, Tennessee",38994
0500000US47077,"Henderson County, Tennessee",44534
0500000US47079,"Henry County, Tennessee",41037
0500000US47081,"Hickman County, Tennessee",47457
0500000US47083,"Houston County, Tennessee",43521
0500000US47085,"Humphreys County, Tennessee",48411
0500000US47087,"Jackson County, Tennessee",35880
0500000US47089,"Jefferson County, Tennessee",51899
0500000US47091,"Johnson County, Tennessee",38090
0500000US47093,"Knox County, Tennessee",59250
0500000US47095,"Lake County, Tennessee",34230
